29;COSTI PER SERVIZI;40,98;
29 / 15;   COSTI PER SERVIZI (GENERALI);40,98;
29 / 15 / 30;      Pedaggi autostradali deducibili;40,98;
44;RICAVI DELLE VENDITE E DELLE PREST.;;6.168,00
44 / 15;   RICAVI DELLE PRESTAZIONI;;6.168,00
44 / 15 / 1;      Prestazioni di servizi Italia;;6.168,00
